Gene 1	Gene 2	Weight	Network group	Network
PSMA6	APC	0.00804948	Pathway	Wu-Stein-2010
PSMA6	PSMA2	0.0078244945	Pathway	Wu-Stein-2010
PSMA6	PSMA4	0.0078244945	Pathway	Wu-Stein-2010
PSMA6	PSMB1	0.0068197446	Pathway	Wu-Stein-2010
PSMA3	CDKN1B	0.0070764064	Pathway	Wu-Stein-2010
PSMA3	APC	0.0075126817	Pathway	Wu-Stein-2010
PSMA3	PSMA2	0.0073027	Pathway	Wu-Stein-2010
PSMA3	PSMA4	0.0073027	Pathway	Wu-Stein-2010
PSMA3	PSMB1	0.006364955	Pathway	Wu-Stein-2010
PSMA3	PSMA6	0.0073027	Pathway	Wu-Stein-2010
PSMA5	CDKN1B	0.0075820307	Pathway	Wu-Stein-2010
PSMA5	APC	0.00804948	Pathway	Wu-Stein-2010
PSMA5	PSMA2	0.0078244945	Pathway	Wu-Stein-2010
PSMA5	PSMA4	0.0078244945	Pathway	Wu-Stein-2010
PSMA5	PSMB1	0.0068197446	Pathway	Wu-Stein-2010
PSMA5	PSMA6	0.0078244945	Pathway	Wu-Stein-2010
PSMA5	PSMA3	0.0073027	Pathway	Wu-Stein-2010
PSMB2	CDKN1B	0.00874412	Pathway	Wu-Stein-2010
PSMB2	APC	0.009283212	Pathway	Wu-Stein-2010
PSMB2	PSMA2	0.009023745	Pathway	Wu-Stein-2010
PSMB2	PSMA4	0.009023745	Pathway	Wu-Stein-2010
PSMB2	PSMB1	0.007864999	Pathway	Wu-Stein-2010
PSMB2	PSMA6	0.009023745	Pathway	Wu-Stein-2010
PSMB2	PSMA3	0.008421976	Pathway	Wu-Stein-2010
PSMB2	PSMA5	0.009023745	Pathway	Wu-Stein-2010
PSMA1	CDKN1B	0.0075820307	Pathway	Wu-Stein-2010
PSMA1	APC	0.00804948	Pathway	Wu-Stein-2010
PSMA1	PSMA2	0.0078244945	Pathway	Wu-Stein-2010
PSMA1	PSMA4	0.0078244945	Pathway	Wu-Stein-2010
PSMA1	PSMB1	0.0068197446	Pathway	Wu-Stein-2010
PSMA1	PSMA6	0.0078244945	Pathway	Wu-Stein-2010
PSMA1	PSMA3	0.0073027	Pathway	Wu-Stein-2010
PSMA1	PSMA5	0.0078244945	Pathway	Wu-Stein-2010
PSMA1	PSMB2	0.009023745	Pathway	Wu-Stein-2010
PSMB3	CDKN1B	0.0075820307	Pathway	Wu-Stein-2010
PSMB3	APC	0.00804948	Pathway	Wu-Stein-2010
PSMB3	PSMA2	0.0078244945	Pathway	Wu-Stein-2010
PSMB3	PSMA4	0.0078244945	Pathway	Wu-Stein-2010
PSMB3	PSMB1	0.0068197446	Pathway	Wu-Stein-2010
PSMB3	PSMA6	0.0078244945	Pathway	Wu-Stein-2010
PSMB3	PSMA3	0.0073027	Pathway	Wu-Stein-2010
PSMB3	PSMA5	0.0078244945	Pathway	Wu-Stein-2010
PSMB3	PSMB2	0.009023745	Pathway	Wu-Stein-2010
PSMB3	PSMA1	0.0078244945	Pathway	Wu-Stein-2010
PSMB8	CDKN1B	0.00874412	Pathway	Wu-Stein-2010
PSMB8	APC	0.009283212	Pathway	Wu-Stein-2010
PSMB8	PSMA2	0.009023745	Pathway	Wu-Stein-2010
PSMB8	PSMA4	0.009023745	Pathway	Wu-Stein-2010
PSMB8	PSMB1	0.007864999	Pathway	Wu-Stein-2010
PSMB8	PSMA6	0.009023745	Pathway	Wu-Stein-2010
PSMB8	PSMA3	0.008421976	Pathway	Wu-Stein-2010
PSMB8	PSMA5	0.009023745	Pathway	Wu-Stein-2010
PSMB8	PSMB2	0.010406802	Pathway	Wu-Stein-2010
PSMB8	PSMA1	0.009023745	Pathway	Wu-Stein-2010
PSMB8	PSMB3	0.009023745	Pathway	Wu-Stein-2010
PSMB6	CDKN1B	0.00874412	Pathway	Wu-Stein-2010
PSMB6	APC	0.009283212	Pathway	Wu-Stein-2010
PSMB6	PSMA2	0.009023745	Pathway	Wu-Stein-2010
PSMB6	PSMA4	0.009023745	Pathway	Wu-Stein-2010
PSMB6	PSMB1	0.007864999	Pathway	Wu-Stein-2010
PSMB6	PSMA6	0.009023745	Pathway	Wu-Stein-2010
PSMB6	PSMA3	0.008421976	Pathway	Wu-Stein-2010
PSMB6	PSMA5	0.009023745	Pathway	Wu-Stein-2010
PSMB6	PSMB2	0.010406802	Pathway	Wu-Stein-2010
PSMB6	PSMA1	0.009023745	Pathway	Wu-Stein-2010
PSMB6	PSMB3	0.009023745	Pathway	Wu-Stein-2010
PSMB6	PSMB8	0.010406802	Pathway	Wu-Stein-2010
PSMB7	CDKN1B	0.0075820307	Pathway	Wu-Stein-2010
PSMB7	APC	0.00804948	Pathway	Wu-Stein-2010
PSMB7	PSMA2	0.0078244945	Pathway	Wu-Stein-2010
PSMB7	PSMA4	0.0078244945	Pathway	Wu-Stein-2010
PSMB7	PSMB1	0.0068197446	Pathway	Wu-Stein-2010
PSMB7	PSMA6	0.0078244945	Pathway	Wu-Stein-2010
PSMB7	PSMA3	0.0073027	Pathway	Wu-Stein-2010
PSMB7	PSMA5	0.0078244945	Pathway	Wu-Stein-2010
PSMB7	PSMB2	0.009023745	Pathway	Wu-Stein-2010
PSMB7	PSMA1	0.0078244945	Pathway	Wu-Stein-2010
PSMB7	PSMB3	0.0078244945	Pathway	Wu-Stein-2010
PSMB7	PSMB8	0.009023745	Pathway	Wu-Stein-2010
PSMB7	PSMB6	0.009023745	Pathway	Wu-Stein-2010
PSMB4	CDKN1B	0.00874412	Pathway	Wu-Stein-2010
PSMB4	APC	0.009283212	Pathway	Wu-Stein-2010
PSMB4	PSMA2	0.009023745	Pathway	Wu-Stein-2010
PSMB4	PSMA4	0.009023745	Pathway	Wu-Stein-2010
PSMB4	PSMB1	0.007864999	Pathway	Wu-Stein-2010
PSMB4	PSMA6	0.009023745	Pathway	Wu-Stein-2010
PSMB4	PSMA3	0.008421976	Pathway	Wu-Stein-2010
PSMB4	PSMA5	0.009023745	Pathway	Wu-Stein-2010
PSMB4	PSMB2	0.010406802	Pathway	Wu-Stein-2010
PSMB4	PSMA1	0.009023745	Pathway	Wu-Stein-2010
PSMB4	PSMB3	0.009023745	Pathway	Wu-Stein-2010
PSMB4	PSMB8	0.010406802	Pathway	Wu-Stein-2010
PSMB4	PSMB6	0.010406802	Pathway	Wu-Stein-2010
PSMB4	PSMB7	0.009023745	Pathway	Wu-Stein-2010
IL12RB2	STAT5A	0.006300863	Pathway	Wu-Stein-2010
IL12RB2	STAT4	0.008243783	Pathway	Wu-Stein-2010
IL12RB2	STAT1	0.0059505426	Pathway	Wu-Stein-2010
B2M	NFKB1	0.0026577958	Pathway	Wu-Stein-2010
B2M	IL12RB2	0.008010766	Pathway	Wu-Stein-2010
PSMA7	CDKN1B	0.0075820307	Pathway	Wu-Stein-2010
PSMA7	APC	0.00804948	Pathway	Wu-Stein-2010
PSMA7	PSMA2	0.0078244945	Pathway	Wu-Stein-2010
PSMA7	PSMA4	0.0078244945	Pathway	Wu-Stein-2010
PSMA7	PSMB1	0.0068197446	Pathway	Wu-Stein-2010
PSMA7	PSMA6	0.0078244945	Pathway	Wu-Stein-2010
PSMA7	PSMA3	0.0073027	Pathway	Wu-Stein-2010
PSMA7	PSMA5	0.0078244945	Pathway	Wu-Stein-2010
PSMA7	PSMB2	0.009023745	Pathway	Wu-Stein-2010
PSMA7	PSMA1	0.0078244945	Pathway	Wu-Stein-2010
PSMA7	PSMB3	0.0078244945	Pathway	Wu-Stein-2010
PSMA7	PSMB8	0.009023745	Pathway	Wu-Stein-2010
PSMA7	PSMB6	0.009023745	Pathway	Wu-Stein-2010
PSMA7	PSMB7	0.0078244945	Pathway	Wu-Stein-2010
PSMA7	PSMB4	0.009023745	Pathway	Wu-Stein-2010
STAT1	STAT5A	0.18324912	Pathway	CELL_MAP
AKT2	PIK3CD	0.60382926	Physical Interactions	Wan-Emili-2015
PSMA2	PSMA8	0.029452978	Physical Interactions	Wan-Emili-2015
PSMA4	PSMA8	0.031775057	Physical Interactions	Wan-Emili-2015
PSMA4	PSMA2	0.012088012	Physical Interactions	Wan-Emili-2015
PSMB1	PSMA8	0.043798104	Physical Interactions	Wan-Emili-2015
PSMB1	PSMA2	0.016661875	Physical Interactions	Wan-Emili-2015
PSMB1	PSMA4	0.017975502	Physical Interactions	Wan-Emili-2015
PSMA6	PSMA8	0.033101864	Physical Interactions	Wan-Emili-2015
PSMA6	PSMA2	0.012592762	Physical Interactions	Wan-Emili-2015
PSMA6	PSMA4	0.013585579	Physical Interactions	Wan-Emili-2015
PSMA6	PSMB1	0.018726092	Physical Interactions	Wan-Emili-2015
PSMA3	PSMA8	0.035445698	Physical Interactions	Wan-Emili-2015
PSMA3	PSMA2	0.013484414	Physical Interactions	Wan-Emili-2015
PSMA3	PSMA4	0.014547528	Physical Interactions	Wan-Emili-2015
PSMA3	PSMB1	0.020052023	Physical Interactions	Wan-Emili-2015
PSMA3	PSMA6	0.015154978	Physical Interactions	Wan-Emili-2015
PSMA5	PSMA8	0.029307289	Physical Interactions	Wan-Emili-2015
PSMA5	PSMA2	0.011149212	Physical Interactions	Wan-Emili-2015
PSMA5	PSMA4	0.012028219	Physical Interactions	Wan-Emili-2015
PSMA5	PSMB1	0.016579457	Physical Interactions	Wan-Emili-2015
PSMA5	PSMA6	0.012530472	Physical Interactions	Wan-Emili-2015
PSMA5	PSMA3	0.013417713	Physical Interactions	Wan-Emili-2015
PSMB2	PSMA8	0.042522985	Physical Interactions	Wan-Emili-2015
PSMB2	PSMA2	0.016176788	Physical Interactions	Wan-Emili-2015
PSMB2	PSMA4	0.017452171	Physical Interactions	Wan-Emili-2015
PSMB2	PSMB1	0.024055723	Physical Interactions	Wan-Emili-2015
PSMB2	PSMA6	0.018180907	Physical Interactions	Wan-Emili-2015
PSMB2	PSMA3	0.019468237	Physical Interactions	Wan-Emili-2015
PSMB2	PSMA5	0.016096769	Physical Interactions	Wan-Emili-2015
PSMA1	PSMA8	0.028379757	Physical Interactions	Wan-Emili-2015
PSMA1	PSMA2	0.010796356	Physical Interactions	Wan-Emili-2015
PSMA1	PSMA4	0.011647545	Physical Interactions	Wan-Emili-2015
PSMA1	PSMB1	0.016054742	Physical Interactions	Wan-Emili-2015
PSMA1	PSMA6	0.012133902	Physical Interactions	Wan-Emili-2015
PSMA1	PSMA3	0.012993063	Physical Interactions	Wan-Emili-2015
PSMA1	PSMA5	0.010742952	Physical Interactions	Wan-Emili-2015
PSMA1	PSMB2	0.015587331	Physical Interactions	Wan-Emili-2015
PSMB3	PSMA8	0.037782464	Physical Interactions	Wan-Emili-2015
PSMB3	PSMA2	0.014373376	Physical Interactions	Wan-Emili-2015
PSMB3	PSMA4	0.015506578	Physical Interactions	Wan-Emili-2015
PSMB3	PSMB1	0.021373957	Physical Interactions	Wan-Emili-2015
PSMB3	PSMA6	0.016154075	Physical Interactions	Wan-Emili-2015
PSMB3	PSMA3	0.01729789	Physical Interactions	Wan-Emili-2015
PSMB3	PSMA5	0.014302279	Physical Interactions	Wan-Emili-2015
PSMB3	PSMB2	0.020751685	Physical Interactions	Wan-Emili-2015
PSMB3	PSMA1	0.013849634	Physical Interactions	Wan-Emili-2015
PSMB8	PSMA2	0.016927289	Physical Interactions	Wan-Emili-2015
PSMB8	PSMA4	0.018261842	Physical Interactions	Wan-Emili-2015
PSMB8	PSMB1	0.025171759	Physical Interactions	Wan-Emili-2015
PSMB8	PSMA6	0.019024389	Physical Interactions	Wan-Emili-2015
PSMB8	PSMA3	0.020371443	Physical Interactions	Wan-Emili-2015
PSMB8	PSMA5	0.01684356	Physical Interactions	Wan-Emili-2015
PSMB8	PSMB2	0.02443892	Physical Interactions	Wan-Emili-2015
PSMB8	PSMA1	0.016310487	Physical Interactions	Wan-Emili-2015
PSMB8	PSMB3	0.021714434	Physical Interactions	Wan-Emili-2015
PSMB6	PSMA8	0.031424407	Physical Interactions	Wan-Emili-2015
PSMB6	PSMA2	0.011954616	Physical Interactions	Wan-Emili-2015
PSMB6	PSMA4	0.012897121	Physical Interactions	Wan-Emili-2015
PSMB6	PSMB1	0.017777134	Physical Interactions	Wan-Emili-2015
PSMB6	PSMA6	0.013435657	Physical Interactions	Wan-Emili-2015
PSMB6	PSMA3	0.01438699	Physical Interactions	Wan-Emili-2015
PSMB6	PSMA5	0.011895482	Physical Interactions	Wan-Emili-2015
PSMB6	PSMB2	0.01725958	Physical Interactions	Wan-Emili-2015
PSMB6	PSMA1	0.011519008	Physical Interactions	Wan-Emili-2015
PSMB6	PSMB3	0.0153354565	Physical Interactions	Wan-Emili-2015
PSMB6	PSMB8	0.018060315	Physical Interactions	Wan-Emili-2015
GNAO1	CAMK2A	1	Physical Interactions	Wan-Emili-2015
PSMB7	PSMA8	0.042709243	Physical Interactions	Wan-Emili-2015
PSMB7	PSMA2	0.016247643	Physical Interactions	Wan-Emili-2015
PSMB7	PSMA4	0.017528614	Physical Interactions	Wan-Emili-2015
PSMB7	PSMB1	0.02416109	Physical Interactions	Wan-Emili-2015
PSMB7	PSMA6	0.018260542	Physical Interactions	Wan-Emili-2015
PSMB7	PSMA3	0.019553509	Physical Interactions	Wan-Emili-2015
PSMB7	PSMA5	0.016167276	Physical Interactions	Wan-Emili-2015
PSMB7	PSMB2	0.023457674	Physical Interactions	Wan-Emili-2015
PSMB7	PSMA1	0.015655605	Physical Interactions	Wan-Emili-2015
PSMB7	PSMB3	0.02084258	Physical Interactions	Wan-Emili-2015
PSMB7	PSMB8	0.024545964	Physical Interactions	Wan-Emili-2015
PSMB7	PSMB6	0.017335178	Physical Interactions	Wan-Emili-2015
PSMB4	PSMA8	0.03731957	Physical Interactions	Wan-Emili-2015
PSMB4	PSMA2	0.014197281	Physical Interactions	Wan-Emili-2015
PSMB4	PSMA4	0.015316599	Physical Interactions	Wan-Emili-2015
PSMB4	PSMB1	0.021112094	Physical Interactions	Wan-Emili-2015
PSMB4	PSMA6	0.015956163	Physical Interactions	Wan-Emili-2015
PSMB4	PSMA3	0.017085966	Physical Interactions	Wan-Emili-2015
PSMB4	PSMA5	0.014127054	Physical Interactions	Wan-Emili-2015
PSMB4	PSMB2	0.020497445	Physical Interactions	Wan-Emili-2015
PSMB4	PSMA1	0.013679954	Physical Interactions	Wan-Emili-2015
PSMB4	PSMB3	0.018212363	Physical Interactions	Wan-Emili-2015
PSMB4	PSMB8	0.0214484	Physical Interactions	Wan-Emili-2015
PSMB4	PSMB6	0.015147574	Physical Interactions	Wan-Emili-2015
PSMB4	PSMB7	0.020587228	Physical Interactions	Wan-Emili-2015
ADRM1	PSMA2	0.021923197	Physical Interactions	Wan-Emili-2015
ADRM1	PSMA4	0.02365163	Physical Interactions	Wan-Emili-2015
ADRM1	PSMB1	0.03260093	Physical Interactions	Wan-Emili-2015
ADRM1	PSMA3	0.026383854	Physical Interactions	Wan-Emili-2015
ADRM1	PSMA5	0.021814754	Physical Interactions	Wan-Emili-2015
ADRM1	PSMB2	0.031651802	Physical Interactions	Wan-Emili-2015
ADRM1	PSMA1	0.021124352	Physical Interactions	Wan-Emili-2015
ADRM1	PSMB3	0.028123217	Physical Interactions	Wan-Emili-2015
ADRM1	PSMB8	0.03312025	Physical Interactions	Wan-Emili-2015
ADRM1	PSMB6	0.023390625	Physical Interactions	Wan-Emili-2015
ADRM1	PSMB7	0.031790443	Physical Interactions	Wan-Emili-2015
ADRM1	PSMB4	0.027778665	Physical Interactions	Wan-Emili-2015
PSMA7	PSMA2	0.018793656	Physical Interactions	Wan-Emili-2015
PSMA7	PSMA4	0.020275354	Physical Interactions	Wan-Emili-2015
PSMA7	PSMB1	0.027947143	Physical Interactions	Wan-Emili-2015
PSMA7	PSMA6	0.021121977	Physical Interactions	Wan-Emili-2015
PSMA7	PSMA3	0.022617552	Physical Interactions	Wan-Emili-2015
PSMA7	PSMA5	0.018700695	Physical Interactions	Wan-Emili-2015
PSMA7	PSMB2	0.0271335	Physical Interactions	Wan-Emili-2015
PSMA7	PSMA1	0.018108845	Physical Interactions	Wan-Emili-2015
PSMA7	PSMB3	0.02410862	Physical Interactions	Wan-Emili-2015
PSMA7	PSMB8	0.028392326	Physical Interactions	Wan-Emili-2015
PSMA7	PSMB6	0.020051606	Physical Interactions	Wan-Emili-2015
PSMA7	PSMB7	0.02725235	Physical Interactions	Wan-Emili-2015
PSMA7	PSMB4	0.023813255	Physical Interactions	Wan-Emili-2015
PSMA7	ADRM1	0.036772016	Physical Interactions	Wan-Emili-2015
ELANE	GZMB	1	Physical Interactions	IREF-mint
PSMA4	PSMA2	0.4883373	Physical Interactions	IREF-mint
ERBB2	STAT1	0.010754547	Physical Interactions	IREF-mint
PSMB2	PSMB1	0.3036593	Physical Interactions	IREF-mint
PSMB3	PSMB1	0.1878252	Physical Interactions	IREF-mint
PSMB3	PSMB2	0.31941974	Physical Interactions	IREF-mint
PSMB7	PSMB1	0.15851924	Physical Interactions	IREF-mint
PSMB7	PSMB6	0.31315094	Physical Interactions	IREF-mint
RIPK3	ZBP1	0.76536685	Physical Interactions	IREF-mint
PSMB4	PSMB7	0.237537	Physical Interactions	IREF-mint
IL12RB2	STAT4	0.8595325	Physical Interactions	IREF-mint
ADRM1	PSMA6	0.09322986	Physical Interactions	IREF-mint
USP14	PPP3CA	0.59878165	Physical Interactions	IREF-mint
TAP2	TAP1	0.6046003	Physical Interactions	IREF-mint
PSMA7	PSMA2	0.15964882	Physical Interactions	IREF-mint
PSMA7	PSMA4	0.17495222	Physical Interactions	IREF-mint
PSMA7	PSMA6	0.11891492	Physical Interactions	IREF-mint
PSMA7	PSMA3	0.13149315	Physical Interactions	IREF-mint
PSMA7	PSMA1	0.10072587	Physical Interactions	IREF-mint
PSMA7	PSMB3	0.1063034	Physical Interactions	IREF-mint
PSMA7	PSMB7	0.089717105	Physical Interactions	IREF-mint
PSMA4	PSMA2	0.5179545	Physical Interactions	Wang-Huang-2017
PSMA3	PSMA6	0.7682785	Physical Interactions	Wang-Huang-2017
PSMA1	PSMB1	0.76536685	Physical Interactions	Wang-Huang-2017
PSMB7	PSMB1	0.41421357	Physical Interactions	Wang-Huang-2017
PSMB7	PSMB3	0.76536685	Physical Interactions	Wang-Huang-2017
ADRM1	UBB	0.7962252	Physical Interactions	Wang-Huang-2017
ERBB2	STAT1	0.14137799	Physical Interactions	Jones-MacBeath-2006
ERBB2	HGF	0.04175167	Physical Interactions	Li-Fu-2017
ELANE	GZMB	0.39509484	Physical Interactions	IREF-matrixdb
PSMA4	PSMA2	0.19444844	Physical Interactions	IREF-matrixdb
PSMA6	PSMA2	0.13723649	Physical Interactions	IREF-matrixdb
PSMA3	PSMA2	0.067214	Physical Interactions	IREF-matrixdb
PSMA5	PSMA4	0.37760136	Physical Interactions	IREF-matrixdb
PSMB2	PSMB1	0.21341988	Physical Interactions	IREF-matrixdb
PSMA1	PSMA2	0.10330403	Physical Interactions	IREF-matrixdb
PSMB3	PSMB1	0.09890968	Physical Interactions	IREF-matrixdb
PSMB7	PSMB1	0.022556866	Physical Interactions	IREF-matrixdb
PSMB7	PSMB3	0.13995892	Physical Interactions	IREF-matrixdb
PSMB7	PSMB6	0.36277094	Physical Interactions	IREF-matrixdb
RIPK3	UBB	0.0255956	Physical Interactions	IREF-matrixdb
PSMB4	PSMB7	0.24533165	Physical Interactions	IREF-matrixdb
PSMA7	PSMA2	0.08705147	Physical Interactions	IREF-matrixdb
PSMA7	PSMA5	0.16904613	Physical Interactions	IREF-matrixdb
PSMA7	PSMB7	0.08461078	Physical Interactions	IREF-matrixdb
NFKB1	ISG20	0.15338537	Physical Interactions	IREF-innatedb
NFKB1	DNAJA1	0.02087738	Physical Interactions	Bouwmeester-Superti-Furga-2004
RIPK3	UBB	0.019529784	Physical Interactions	Bouwmeester-Superti-Furga-2004
RIPK3	DNAJA1	0.014494992	Physical Interactions	Bouwmeester-Superti-Furga-2004
UBB	TICAM2	0.0043505714	Physical Interactions	IREF-reactome
UBB	PIK3CD	0.0033371302	Physical Interactions	IREF-reactome
UBB	PSMA8	0.002625915	Physical Interactions	IREF-reactome
CDKN1B	UBB	0.0023337258	Physical Interactions	IREF-reactome
TAP1	PSMA8	0.0107780015	Physical Interactions	IREF-reactome
TAP1	UBB	0.0031325181	Physical Interactions	IREF-reactome
APC	PSMA8	0.012692425	Physical Interactions	IREF-reactome
APC	UBB	0.0036889266	Physical Interactions	IREF-reactome
STAT1	IFNB1	0.013918916	Physical Interactions	IREF-reactome
STAT1	ISG20	0.061018255	Physical Interactions	IREF-reactome
STAT1	CAMK2A	0.006302067	Physical Interactions	IREF-reactome
STAT1	STAT5A	0.005995156	Physical Interactions	IREF-reactome
NFKB1	UBB	0.0030499774	Physical Interactions	IREF-reactome
PSMA2	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMA2	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMA2	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMA2	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMA2	APC	0.012060851	Physical Interactions	IREF-reactome
PSMA4	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMA4	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMA4	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMA4	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMA4	APC	0.012060851	Physical Interactions	IREF-reactome
PSMA4	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMB1	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMB1	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMB1	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMB1	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMB1	APC	0.012060851	Physical Interactions	IREF-reactome
PSMB1	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMB1	PSMA4	0.008158156	Physical Interactions	IREF-reactome
ERBB2	UBB	0.0043047247	Physical Interactions	IREF-reactome
PSMA6	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMA6	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMA6	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMA6	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMA6	APC	0.012060851	Physical Interactions	IREF-reactome
PSMA6	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMA6	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMA6	PSMB1	0.008158156	Physical Interactions	IREF-reactome
PSMA3	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMA3	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMA3	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMA3	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMA3	APC	0.012060851	Physical Interactions	IREF-reactome
PSMA3	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMA3	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMA3	PSMB1	0.008158156	Physical Interactions	IREF-reactome
PSMA3	PSMA6	0.008158156	Physical Interactions	IREF-reactome
PSMA5	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMA5	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMA5	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMA5	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMA5	APC	0.012060851	Physical Interactions	IREF-reactome
PSMA5	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMA5	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMA5	PSMB1	0.008158156	Physical Interactions	IREF-reactome
PSMA5	PSMA6	0.008158156	Physical Interactions	IREF-reactome
PSMA5	PSMA3	0.008158156	Physical Interactions	IREF-reactome
PSMB2	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMB2	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMB2	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMB2	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMB2	APC	0.012060851	Physical Interactions	IREF-reactome
PSMB2	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMB2	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMB2	PSMB1	0.008158156	Physical Interactions	IREF-reactome
PSMB2	PSMA6	0.008158156	Physical Interactions	IREF-reactome
PSMB2	PSMA3	0.008158156	Physical Interactions	IREF-reactome
PSMB2	PSMA5	0.008158156	Physical Interactions	IREF-reactome
PSMA1	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMA1	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMA1	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMA1	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMA1	APC	0.012060851	Physical Interactions	IREF-reactome
PSMA1	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMA1	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMA1	PSMB1	0.008158156	Physical Interactions	IREF-reactome
PSMA1	PSMA6	0.008158156	Physical Interactions	IREF-reactome
PSMA1	PSMA3	0.008158156	Physical Interactions	IREF-reactome
PSMA1	PSMA5	0.008158156	Physical Interactions	IREF-reactome
PSMA1	PSMB2	0.008158156	Physical Interactions	IREF-reactome
PSMB3	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMB3	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMB3	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMB3	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMB3	APC	0.012060851	Physical Interactions	IREF-reactome
PSMB3	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMB3	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMB3	PSMB1	0.008158156	Physical Interactions	IREF-reactome
PSMB3	PSMA6	0.008158156	Physical Interactions	IREF-reactome
PSMB3	PSMA3	0.008158156	Physical Interactions	IREF-reactome
PSMB3	PSMA5	0.008158156	Physical Interactions	IREF-reactome
PSMB3	PSMB2	0.008158156	Physical Interactions	IREF-reactome
PSMB3	PSMA1	0.008158156	Physical Interactions	IREF-reactome
PSMB8	PSMA8	0.008402905	Physical Interactions	IREF-reactome
PSMB8	UBB	0.0024422205	Physical Interactions	IREF-reactome
PSMB8	CDKN1B	0.0074679027	Physical Interactions	IREF-reactome
PSMB8	TAP1	0.010024032	Physical Interactions	IREF-reactome
PSMB8	APC	0.011804532	Physical Interactions	IREF-reactome
PSMB8	STAT1	0.004184883	Physical Interactions	IREF-reactome
PSMB8	PSMA2	0.007984777	Physical Interactions	IREF-reactome
PSMB8	PSMA4	0.007984777	Physical Interactions	IREF-reactome
PSMB8	PSMB1	0.007984777	Physical Interactions	IREF-reactome
PSMB8	PSMA6	0.007984777	Physical Interactions	IREF-reactome
PSMB8	PSMA3	0.007984777	Physical Interactions	IREF-reactome
PSMB8	PSMA5	0.007984777	Physical Interactions	IREF-reactome
PSMB8	PSMB2	0.007984777	Physical Interactions	IREF-reactome
PSMB8	PSMA1	0.007984777	Physical Interactions	IREF-reactome
PSMB8	PSMB3	0.007984777	Physical Interactions	IREF-reactome
PSMB6	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMB6	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMB6	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMB6	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMB6	APC	0.012060851	Physical Interactions	IREF-reactome
PSMB6	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMB6	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMB6	PSMB1	0.008158156	Physical Interactions	IREF-reactome
